combined_shot_type;loc_x;loc_y;minutes_remaining;period;playoffs;season;seconds_remaining;shot_distance;shot_made_flag;shot_type
Jump Shot;144;0;8;3;0;2005-06;24;14;0;2PT Field Goal
Jump Shot;23;52;7;1;0;2010-11;39;5;1;2PT Field Goal
Layup;0;0;2;3;0;2009-10;15;0;1;2PT Field Goal
Jump Shot;231;52;3;4;0;2014-15;30;23;0;3PT Field Goal
Jump Shot;77;11;7;1;0;2001-02;24;7;0;2PT Field Goal
Jump Shot;-166;-11;9;3;0;2003-04;7;16;1;2PT Field Goal
Jump Shot;149;174;3;4;0;2006-07;51;22;1;2PT Field Goal
Dunk;0;0;3;1;0;2000-01;2;0;1;2PT Field Goal
Jump Shot;64;15;3;2;0;2002-03;31;6;0;2PT Field Goal
Jump Shot;144;142;2;1;0;2011-12;2;20;0;2PT Field Goal
Jump Shot;-10;66;8;3;0;2001-02;12;6;1;2PT Field Goal
Jump Shot;75;20;2;3;0;2005-06;37;7;0;2PT Field Goal
Jump Shot;63;66;7;1;0;1999-00;25;9;0;2PT Field Goal
Jump Shot;-54;264;6;4;1;2001-02;28;26;0;3PT Field Goal
Jump Shot;-108;125;0;1;0;2006-07;29;16;1;2PT Field Goal
Layup;0;0;0;1;0;1997-98;0;0;0;2PT Field Goal
Jump Shot;-57;255;3;4;1;2003-04;6;26;0;3PT Field Goal
Jump Shot;-139;177;5;3;0;1999-00;57;22;1;2PT Field Goal
Jump Shot;100;151;7;1;0;2004-05;32;18;0;2PT Field Goal
Jump Shot;23;58;4;3;1;2009-10;46;6;0;2PT Field Goal
Jump Shot;-133;23;1;4;0;2008-09;22;13;1;2PT Field Goal
Jump Shot;67;37;0;4;0;2014-15;32;7;0;2PT Field Goal
Jump Shot;-212;151;8;2;1;2011-12;22;26;1;3PT Field Goal
Jump Shot;-21;250;4;1;0;1997-98;4;25;0;3PT Field Goal
Jump Shot;-155;97;0;1;0;2001-02;48;18;0;2PT Field Goal
Jump Shot;46;61;10;1;0;1998-99;12;7;1;2PT Field Goal
Jump Shot;-143;5;11;3;0;2007-08;14;14;1;2PT Field Goal
Jump Shot;-26;69;8;2;0;2014-15;41;7;0;2PT Field Goal
Jump Shot;-79;205;4;4;0;2000-01;46;21;0;2PT Field Goal
Jump Shot;-8;269;7;4;0;2008-09;20;26;0;3PT Field Goal
Jump Shot;-74;124;4;2;0;1999-00;56;14;0;2PT Field Goal
Jump Shot;141;28;4;1;0;2007-08;52;14;0;2PT Field Goal
Jump Shot;152;121;9;3;0;2014-15;4;19;0;2PT Field Goal
Jump Shot;99;181;9;3;1;2011-12;53;20;1;2PT Field Goal
Jump Shot;-177;0;1;4;0;2005-06;44;17;0;2PT Field Goal
Jump Shot;156;204;6;2;0;2005-06;45;25;0;3PT Field Goal
Layup;0;0;10;2;0;2008-09;29;0;0;2PT Field Goal
Jump Shot;-89;147;1;2;0;1999-00;29;17;0;2PT Field Goal
Jump Shot;-205;74;0;4;0;2005-06;0;21;0;2PT Field Goal
Jump Shot;136;213;0;1;1;2001-02;43;25;0;3PT Field Goal
Jump Shot;61;119;2;2;0;2014-15;57;13;0;2PT Field Goal
Jump Shot;-115;57;11;2;0;2001-02;20;12;0;2PT Field Goal
Layup;0;0;0;3;0;2004-05;21;0;0;2PT Field Goal
Layup;0;0;9;3;0;2008-09;38;0;1;2PT Field Goal
Jump Shot;-35;19;5;1;0;2011-12;15;3;1;2PT Field Goal
Jump Shot;-194;201;8;4;0;1997-98;48;27;0;3PT Field Goal
Jump Shot;79;176;8;1;1;2007-08;5;19;1;2PT Field Goal
Layup;-19;1;6;4;0;2012-13;13;1;1;2PT Field Goal
Jump Shot;108;162;9;1;0;2010-11;52;19;1;2PT Field Goal
Jump Shot;179;192;0;3;0;2012-13;40;26;0;3PT Field Goal
Layup;-34;14;3;4;0;2012-13;49;3;0;2PT Field Goal
Jump Shot;130;15;9;3;0;2011-12;3;13;0;2PT Field Goal
Jump Shot;116;7;2;3;0;2008-09;28;11;0;2PT Field Goal
Jump Shot;177;7;10;3;0;2009-10;6;17;1;2PT Field Goal
Jump Shot;21;99;3;1;0;2012-13;39;10;1;2PT Field Goal
Layup;9;20;6;3;0;2012-13;30;2;1;2PT Field Goal
Jump Shot;-144;242;7;4;0;2010-11;2;28;0;3PT Field Goal
Jump Shot;136;21;11;2;0;1999-00;38;13;0;2PT Field Goal
Jump Shot;156;-1;3;3;0;2005-06;32;15;0;2PT Field Goal
Jump Shot;17;80;6;4;0;2010-11;58;8;1;2PT Field Goal
Jump Shot;150;219;6;3;1;2001-02;11;26;0;3PT Field Goal
Layup;0;0;2;1;0;2002-03;42;0;1;2PT Field Goal
Layup;0;0;7;2;0;1996-97;48;0;1;2PT Field Goal
Jump Shot;-161;131;7;1;1;2008-09;7;20;1;2PT Field Goal
Jump Shot;234;9;0;1;0;2012-13;35;23;1;3PT Field Goal
Jump Shot;29;151;4;2;1;1996-97;18;15;0;2PT Field Goal
Layup;0;0;7;2;1;1999-00;19;0;1;2PT Field Goal
Jump Shot;-191;197;6;2;0;2005-06;0;27;1;3PT Field Goal
Jump Shot;-78;148;11;3;0;2008-09;35;16;0;2PT Field Goal
Jump Shot;42;96;0;4;0;1998-99;42;10;0;2PT Field Goal
Jump Shot;72;260;1;3;1;2010-11;11;26;1;3PT Field Goal
Jump Shot;-33;18;6;3;0;2004-05;34;3;0;2PT Field Goal
Jump Shot;179;3;10;1;0;2009-10;12;17;1;2PT Field Goal
Jump Shot;147;97;2;1;0;2009-10;7;17;0;2PT Field Goal
Jump Shot;148;75;2;2;0;2015-16;34;16;0;2PT Field Goal
Jump Shot;-137;213;7;1;0;2015-16;39;25;0;3PT Field Goal
Jump Shot;33;272;2;1;0;1999-00;21;27;0;3PT Field Goal
Jump Shot;-33;1;1;1;0;1999-00;17;3;0;2PT Field Goal
Jump Shot;51;13;10;3;0;2000-01;51;5;0;2PT Field Goal
Jump Shot;80;239;7;3;0;2014-15;43;25;0;3PT Field Goal
Jump Shot;190;170;5;3;0;2012-13;16;25;1;3PT Field Goal
Jump Shot;-79;179;2;2;1;2008-09;8;19;0;2PT Field Goal
Layup;0;0;0;2;0;2000-01;16;0;0;2PT Field Goal
Jump Shot;113;96;5;1;0;2010-11;36;14;0;2PT Field Goal
Jump Shot;-199;178;6;2;0;2005-06;24;26;0;3PT Field Goal
Jump Shot;52;13;6;2;1;2003-04;24;5;0;2PT Field Goal
Jump Shot;-92;124;2;3;0;2008-09;42;15;0;2PT Field Goal
Jump Shot;66;164;6;3;0;2006-07;45;17;1;2PT Field Goal
Jump Shot;-54;0;4;3;0;2011-12;16;5;0;2PT Field Goal
Jump Shot;-27;89;4;2;0;1999-00;59;9;0;2PT Field Goal
Jump Shot;11;291;2;2;0;2000-01;35;29;0;3PT Field Goal
Jump Shot;-138;204;0;4;0;2003-04;9;24;0;3PT Field Goal
Jump Shot;-56;170;3;4;0;2015-16;22;17;0;2PT Field Goal
Layup;0;0;0;4;0;2001-02;19;0;0;2PT Field Goal
Jump Shot;186;191;3;3;0;2005-06;53;26;1;3PT Field Goal
Jump Shot;85;161;4;4;1;2006-07;2;18;0;2PT Field Goal
Layup;-7;-6;3;2;0;2015-16;57;0;1;2PT Field Goal
Jump Shot;-13;250;8;4;0;2003-04;20;25;0;3PT Field Goal
Layup;0;0;8;3;1;2002-03;24;0;0;2PT Field Goal
Jump Shot;-171;187;10;4;0;2002-03;11;25;0;3PT Field Goal
Jump Shot;-112;238;6;4;0;2011-12;26;26;1;3PT Field Goal
Jump Shot;-135;148;3;1;0;2006-07;56;20;0;2PT Field Goal
Jump Shot;-50;17;6;4;0;2000-01;49;5;0;2PT Field Goal
Jump Shot;222;107;4;2;0;2002-03;21;24;1;3PT Field Goal
Jump Shot;29;197;3;2;1;2011-12;7;19;0;2PT Field Goal
Jump Shot;-194;197;2;2;0;2009-10;35;27;0;3PT Field Goal
Jump Shot;110;120;3;2;0;2007-08;17;16;0;2PT Field Goal
Jump Shot;-93;41;9;4;0;2010-11;25;10;0;2PT Field Goal
Jump Shot;66;127;10;2;0;2000-01;38;14;1;2PT Field Goal
Jump Shot;144;-19;2;3;0;2002-03;28;14;0;2PT Field Goal
Jump Shot;0;66;3;4;1;2009-10;48;6;0;2PT Field Goal
Jump Shot;-56;68;1;4;0;2001-02;58;8;0;2PT Field Goal
Jump Shot;156;125;0;4;0;2006-07;59;19;0;2PT Field Goal
Jump Shot;2;86;9;2;0;2009-10;46;8;1;2PT Field Goal
Layup;0;0;1;3;0;1996-97;25;0;0;2PT Field Goal
Jump Shot;176;5;10;3;0;2004-05;11;17;0;2PT Field Goal
Jump Shot;98;169;8;3;0;2002-03;45;19;1;2PT Field Goal
Jump Shot;110;173;7;4;0;2006-07;57;20;1;2PT Field Goal
Jump Shot;-153;153;7;4;0;2007-08;36;21;1;2PT Field Goal
Jump Shot;-58;105;8;1;0;2015-16;55;11;1;2PT Field Goal
Jump Shot;-146;61;4;3;1;2003-04;9;15;1;2PT Field Goal
Jump Shot;-92;179;1;4;0;2006-07;39;20;1;2PT Field Goal
Jump Shot;98;258;4;4;0;2002-03;29;27;0;3PT Field Goal
Jump Shot;80;164;4;4;0;2006-07;20;18;0;2PT Field Goal
Jump Shot;151;71;4;4;0;2006-07;2;16;0;2PT Field Goal
Jump Shot;-8;52;1;2;0;2011-12;3;5;0;2PT Field Goal
Dunk;0;0;4;2;0;2007-08;50;0;1;2PT Field Goal
Jump Shot;33;71;1;2;0;2005-06;28;7;0;2PT Field Goal
Layup;-10;12;4;4;0;2012-13;40;1;0;2PT Field Goal
Jump Shot;-220;367;6;3;0;2015-16;45;42;0;3PT Field Goal
Jump Shot;-4;283;0;4;1;2009-10;3;28;0;3PT Field Goal
Jump Shot;-155;30;3;1;0;2001-02;21;15;0;2PT Field Goal
Jump Shot;36;46;0;4;0;2005-06;25;5;0;2PT Field Goal
Jump Shot;169;13;11;1;0;2006-07;18;16;1;2PT Field Goal
Jump Shot;84;176;1;4;0;2008-09;10;19;1;2PT Field Goal
Jump Shot;140;208;3;1;1;2008-09;49;25;0;3PT Field Goal
Layup;-25;36;5;2;0;2002-03;18;4;1;2PT Field Goal
Jump Shot;-138;204;6;1;0;2002-03;54;24;1;3PT Field Goal
Jump Shot;-60;99;9;4;0;2010-11;15;11;0;2PT Field Goal
Jump Shot;-142;131;5;1;0;2011-12;55;19;1;2PT Field Goal
Jump Shot;-94;549;0;1;0;2002-03;0;55;0;3PT Field Goal
Jump Shot;-79;200;2;3;0;2008-09;31;21;1;2PT Field Goal
Dunk;0;0;9;3;0;2000-01;52;0;1;2PT Field Goal
Layup;10;4;1;4;0;2010-11;5;1;0;2PT Field Goal
Layup;0;0;11;2;1;1999-00;1;0;1;2PT Field Goal
Jump Shot;-34;19;2;3;0;2012-13;51;3;0;2PT Field Goal
Jump Shot;-106;149;0;3;0;1999-00;1;18;1;2PT Field Goal
Jump Shot;11;127;3;2;0;2005-06;46;12;0;2PT Field Goal
Jump Shot;168;36;3;2;0;2011-12;38;17;0;2PT Field Goal
Jump Shot;-71;118;3;4;1;2007-08;25;13;0;2PT Field Goal
Jump Shot;176;192;0;2;0;2001-02;25;26;1;3PT Field Goal
Layup;0;0;7;3;0;2003-04;9;0;0;2PT Field Goal
Jump Shot;136;209;1;4;0;2003-04;19;24;1;3PT Field Goal
Dunk;0;0;0;4;0;2003-04;13;0;1;2PT Field Goal
Jump Shot;-36;46;2;1;0;2005-06;12;5;1;2PT Field Goal
Jump Shot;133;164;0;4;0;2006-07;38;21;0;2PT Field Goal
Jump Shot;187;-3;6;1;0;2002-03;47;18;1;2PT Field Goal
Jump Shot;5;76;8;2;0;1997-98;47;7;1;2PT Field Goal
Jump Shot;-229;-2;2;3;0;2008-09;44;22;0;3PT Field Goal
Jump Shot;61;196;0;3;0;2007-08;47;20;0;2PT Field Goal
Layup;0;0;4;2;0;2002-03;57;0;0;2PT Field Goal
Jump Shot;-90;30;10;3;0;2003-04;25;9;1;2PT Field Goal
Jump Shot;89;25;3;1;0;2009-10;9;9;0;2PT Field Goal
Jump Shot;-166;22;1;2;0;2009-10;20;16;0;2PT Field Goal
Jump Shot;-54;257;2;2;0;2012-13;12;26;0;3PT Field Goal
Layup;0;0;0;1;0;2000-01;2;0;1;2PT Field Goal
Jump Shot;-106;111;10;1;0;1999-00;27;15;0;2PT Field Goal
Jump Shot;154;58;8;1;0;2005-06;41;16;1;2PT Field Goal
Dunk;0;0;11;3;0;2007-08;35;0;1;2PT Field Goal
Jump Shot;21;56;3;3;0;2012-13;37;5;0;2PT Field Goal
Jump Shot;-16;91;7;1;0;2014-15;53;9;0;2PT Field Goal
Dunk;0;0;8;4;0;2002-03;13;0;1;2PT Field Goal
Layup;0;0;4;1;0;2006-07;36;0;0;2PT Field Goal
Jump Shot;49;242;3;1;0;2002-03;52;24;1;3PT Field Goal
Jump Shot;-130;143;4;2;0;2005-06;57;19;0;2PT Field Goal
Jump Shot;-54;55;6;3;1;2008-09;41;7;0;2PT Field Goal
Jump Shot;169;100;4;4;0;2002-03;43;19;0;2PT Field Goal
Dunk;0;0;3;2;0;2004-05;56;0;1;2PT Field Goal
Jump Shot;-11;247;11;3;0;2009-10;15;24;0;3PT Field Goal
Jump Shot;238;35;6;4;0;2004-05;27;24;1;3PT Field Goal
Jump Shot;133;75;8;2;0;2009-10;28;15;0;2PT Field Goal
Jump Shot;186;17;3;2;0;2000-01;47;18;0;2PT Field Goal
Jump Shot;95;47;2;1;0;2012-13;13;10;0;2PT Field Goal
Jump Shot;-56;57;4;3;1;2001-02;41;7;1;2PT Field Goal
Layup;0;0;3;3;0;2005-06;24;0;1;2PT Field Goal
Jump Shot;200;-15;3;4;0;2015-16;37;20;0;2PT Field Goal
Jump Shot;138;158;11;2;0;2006-07;5;20;1;2PT Field Goal
Jump Shot;80;236;10;1;1;2010-11;24;24;0;3PT Field Goal
Jump Shot;10;178;2;2;0;2007-08;25;17;1;2PT Field Goal
Jump Shot;-162;245;11;3;0;2000-01;17;29;0;3PT Field Goal
Jump Shot;-233;64;6;3;0;2003-04;56;24;1;3PT Field Goal
Jump Shot;230;-14;0;1;1;2009-10;11;23;0;3PT Field Goal
Jump Shot;-71;116;8;1;0;2001-02;27;13;0;2PT Field Goal
Jump Shot;165;30;11;3;0;2009-10;0;16;0;2PT Field Goal
Jump Shot;176;30;0;1;1;2009-10;59;17;1;2PT Field Goal
Jump Shot;46;203;7;2;0;1999-00;23;20;1;2PT Field Goal
Jump Shot;110;155;3;3;0;2005-06;10;19;1;2PT Field Goal
Jump Shot;133;112;1;4;0;2008-09;54;17;0;2PT Field Goal
Layup;-1;11;7;3;0;2015-16;40;1;1;2PT Field Goal
Jump Shot;-90;58;1;3;0;2010-11;57;10;1;2PT Field Goal
Jump Shot;-164;208;6;3;0;2012-13;44;26;0;3PT Field Goal
Jump Shot;-56;156;5;2;1;2011-12;23;16;0;2PT Field Goal
Jump Shot;110;125;4;3;0;2005-06;47;16;1;2PT Field Goal
Jump Shot;-210;184;8;1;0;2005-06;15;27;1;3PT Field Goal
Layup;0;0;3;3;0;2009-10;45;0;0;2PT Field Goal
Jump Shot;-187;23;8;3;0;2015-16;17;18;1;2PT Field Goal
Jump Shot;-174;184;3;4;1;2002-03;53;25;1;3PT Field Goal
Dunk;0;0;2;3;0;2004-05;31;0;1;2PT Field Goal
Jump Shot;-93;17;11;3;0;2010-11;36;9;1;2PT Field Goal
Jump Shot;-128;4;5;2;0;2011-12;52;12;1;2PT Field Goal
Jump Shot;-177;68;7;3;0;2005-06;55;18;0;2PT Field Goal
Layup;15;7;4;1;1;2011-12;53;1;1;2PT Field Goal
Jump Shot;143;-3;5;4;1;2010-11;56;14;0;2PT Field Goal
Jump Shot;-85;132;4;1;0;1999-00;42;15;1;2PT Field Goal
Dunk;0;0;3;2;0;2005-06;7;0;1;2PT Field Goal
Jump Shot;-59;56;6;1;0;2011-12;50;8;0;2PT Field Goal
Jump Shot;146;238;2;4;1;2007-08;48;27;1;3PT Field Goal
Jump Shot;-29;68;0;1;0;2005-06;0;7;1;2PT Field Goal
Jump Shot;8;254;6;2;0;1998-99;52;25;1;3PT Field Goal
Jump Shot;-48;201;10;1;0;1999-00;54;20;0;2PT Field Goal
Jump Shot;-136;127;4;4;0;2008-09;33;18;0;2PT Field Goal
Layup;0;0;1;4;0;2004-05;57;0;0;2PT Field Goal
Jump Shot;-158;-27;10;4;1;1999-00;15;16;0;2PT Field Goal
Jump Shot;155;227;8;2;0;2009-10;20;27;1;3PT Field Goal
Jump Shot;-7;96;5;3;0;2014-15;49;9;1;2PT Field Goal
Layup;0;0;1;4;0;1996-97;7;0;1;2PT Field Goal
Jump Shot;176;-6;9;3;0;2001-02;28;17;0;2PT Field Goal
Jump Shot;15;31;2;1;0;2012-13;56;3;0;2PT Field Goal
Layup;0;0;1;4;0;2006-07;59;0;0;2PT Field Goal
Jump Shot;-54;57;5;4;0;2000-01;16;7;0;2PT Field Goal
Jump Shot;24;145;4;1;0;2008-09;18;14;1;2PT Field Goal
Jump Shot;-122;20;2;2;0;2007-08;14;12;0;2PT Field Goal
Jump Shot;125;6;6;2;0;2009-10;28;12;1;2PT Field Goal
Jump Shot;169;253;6;2;1;2005-06;21;30;1;3PT Field Goal
Jump Shot;-86;14;7;3;0;2008-09;13;8;0;2PT Field Goal
Layup;0;0;11;3;0;1999-00;25;0;0;2PT Field Goal
Jump Shot;-163;127;8;1;0;2005-06;46;20;1;2PT Field Goal
Layup;34;23;11;1;0;2008-09;44;4;1;2PT Field Goal
Jump Shot;37;249;9;1;0;2009-10;50;25;0;3PT Field Goal
Jump Shot;-56;93;7;1;0;2001-02;1;10;1;2PT Field Goal
Jump Shot;-156;100;10;2;0;2004-05;36;18;0;2PT Field Goal
Jump Shot;-51;83;0;4;0;1997-98;48;9;0;2PT Field Goal
Jump Shot;-12;242;1;4;1;1999-00;48;24;0;3PT Field Goal
Jump Shot;5;46;1;1;0;2006-07;59;4;0;2PT Field Goal
Jump Shot;125;175;11;1;0;2009-10;45;21;0;2PT Field Goal
Jump Shot;142;0;9;4;1;2001-02;34;14;0;2PT Field Goal
Jump Shot;42;222;11;3;1;2009-10;10;22;1;2PT Field Goal
Layup;0;0;2;1;0;2002-03;58;0;0;2PT Field Goal
Jump Shot;26;47;9;2;1;2000-01;6;5;0;2PT Field Goal
Jump Shot;-85;179;9;2;0;2003-04;24;19;1;2PT Field Goal
Jump Shot;-60;48;5;1;0;2008-09;42;7;0;2PT Field Goal
Jump Shot;1;149;0;1;1;1999-00;13;14;1;2PT Field Goal
Jump Shot;-94;89;4;2;0;2000-01;47;12;1;2PT Field Goal
Jump Shot;-205;-13;10;3;1;2009-10;15;20;0;2PT Field Goal
Jump Shot;-125;105;2;4;0;2002-03;10;16;0;2PT Field Goal
Jump Shot;-131;0;6;3;0;2010-11;19;13;0;2PT Field Goal
Jump Shot;-75;9;9;4;0;2009-10;52;7;0;2PT Field Goal
Jump Shot;94;246;0;2;0;2010-11;10;26;1;3PT Field Goal
Jump Shot;-2;80;7;1;0;2012-13;23;8;1;2PT Field Goal
Jump Shot;209;22;5;4;1;2011-12;10;21;0;2PT Field Goal
Jump Shot;-49;56;2;3;0;2014-15;11;7;0;2PT Field Goal
Jump Shot;-105;-3;1;5;0;2003-04;24;10;1;2PT Field Goal
Layup;0;0;3;4;1;2001-02;16;0;0;2PT Field Goal
Jump Shot;177;32;9;3;0;1996-97;29;17;0;2PT Field Goal
Jump Shot;158;102;7;2;1;1998-99;7;18;0;2PT Field Goal
Jump Shot;-73;179;6;3;0;2000-01;21;19;0;2PT Field Goal
Jump Shot;146;17;4;4;0;2011-12;0;14;1;2PT Field Goal
Jump Shot;-153;85;10;3;0;2009-10;23;17;0;2PT Field Goal
Jump Shot;50;11;4;3;0;2012-13;17;5;0;2PT Field Goal
Jump Shot;176;181;1;2;0;2005-06;22;25;0;3PT Field Goal
Jump Shot;175;192;2;4;0;1998-99;1;25;0;3PT Field Goal
Jump Shot;24;99;3;4;0;2010-11;0;10;0;2PT Field Goal
Jump Shot;8;61;9;4;1;1999-00;33;6;1;2PT Field Goal
Layup;0;0;10;4;0;2006-07;48;0;0;2PT Field Goal
Layup;0;0;9;1;1;2000-01;16;0;1;2PT Field Goal
Dunk;0;0;1;3;0;2000-01;15;0;0;2PT Field Goal
Jump Shot;121;25;5;1;0;1998-99;51;12;0;2PT Field Goal
Layup;0;0;0;4;0;2003-04;10;0;1;2PT Field Goal
Layup;0;0;1;1;0;2005-06;44;0;1;2PT Field Goal
Jump Shot;-151;214;1;5;0;2004-05;50;26;0;3PT Field Goal
Jump Shot;-20;76;0;4;0;2002-03;56;7;1;2PT Field Goal
Layup;0;0;1;2;0;2007-08;55;0;0;2PT Field Goal
Jump Shot;115;146;5;4;0;2006-07;22;18;0;2PT Field Goal
Jump Shot;-65;19;4;3;1;2000-01;9;6;1;2PT Field Goal
Jump Shot;179;201;0;3;0;2002-03;50;26;1;3PT Field Goal
Jump Shot;102;191;4;2;0;2002-03;29;21;1;2PT Field Goal
Layup;0;0;2;1;0;2003-04;32;0;0;2PT Field Goal
Jump Shot;-117;189;0;1;0;2008-09;51;22;1;2PT Field Goal
Jump Shot;-52;64;4;2;0;2010-11;2;8;0;2PT Field Goal
Jump Shot;-191;70;7;1;0;2001-02;14;20;0;2PT Field Goal
Layup;24;7;7;3;0;2010-11;7;2;0;2PT Field Goal
Dunk;0;0;4;1;0;2008-09;33;0;0;2PT Field Goal
Jump Shot;1;57;10;3;0;2001-02;53;5;0;2PT Field Goal
Jump Shot;-18;60;5;3;0;2014-15;10;6;0;2PT Field Goal
Jump Shot;-172;187;7;1;0;2008-09;59;25;0;3PT Field Goal
Jump Shot;160;197;0;2;0;2014-15;56;25;1;3PT Field Goal
Jump Shot;181;181;11;1;1;2009-10;43;25;0;3PT Field Goal
Layup;0;0;10;4;0;2002-03;7;0;0;2PT Field Goal
Jump Shot;-119;101;8;3;0;2015-16;35;15;0;2PT Field Goal
Jump Shot;79;35;11;4;0;2003-04;42;8;0;2PT Field Goal
Jump Shot;140;164;2;3;0;2012-13;28;21;0;2PT Field Goal
Jump Shot;-104;169;0;3;0;1999-00;28;19;1;2PT Field Goal
Jump Shot;110;137;5;2;0;2005-06;20;17;0;2PT Field Goal
Jump Shot;-155;206;3;4;0;2009-10;31;25;0;3PT Field Goal
Layup;-24;25;3;1;0;2009-10;27;3;0;2PT Field Goal
Jump Shot;72;178;11;3;0;2010-11;45;19;0;2PT Field Goal
Jump Shot;-164;48;4;2;0;1999-00;12;17;0;2PT Field Goal
Layup;0;0;9;3;1;2008-09;29;0;0;2PT Field Goal
Jump Shot;171;214;9;1;0;1999-00;36;27;1;3PT Field Goal
Jump Shot;-101;0;10;3;1;2000-01;13;10;1;2PT Field Goal
Jump Shot;-27;60;9;1;0;2010-11;18;6;1;2PT Field Goal
Jump Shot;-4;173;5;4;1;2008-09;29;17;1;2PT Field Goal
Jump Shot;-128;137;0;3;0;2001-02;36;18;0;2PT Field Goal
Jump Shot;84;123;5;1;0;2008-09;8;14;1;2PT Field Goal
Jump Shot;159;-21;10;1;0;2001-02;20;16;0;2PT Field Goal
Jump Shot;11;194;5;3;0;2005-06;54;19;0;2PT Field Goal
Jump Shot;-186;48;7;1;0;2006-07;21;19;1;2PT Field Goal
Jump Shot;144;94;4;4;0;2007-08;36;17;1;2PT Field Goal
Jump Shot;179;179;4;4;0;2010-11;19;25;0;3PT Field Goal
Jump Shot;67;197;0;2;0;2011-12;28;20;0;2PT Field Goal
Jump Shot;228;102;8;3;0;2014-15;20;24;0;3PT Field Goal
Jump Shot;-123;110;7;4;0;2009-10;55;16;1;2PT Field Goal
Jump Shot;25;252;3;3;0;2015-16;43;25;0;3PT Field Goal
Layup;0;0;0;1;0;2009-10;58;0;0;2PT Field Goal
Jump Shot;-104;265;0;1;0;1998-99;5;28;0;3PT Field Goal
Layup;0;0;9;3;0;1999-00;17;0;0;2PT Field Goal
Jump Shot;-120;224;3;4;0;2002-03;29;25;1;3PT Field Goal
Jump Shot;31;40;10;3;0;2007-08;17;5;1;2PT Field Goal
Layup;0;0;6;1;0;2003-04;20;0;1;2PT Field Goal
Jump Shot;2;116;1;2;0;2010-11;49;11;0;2PT Field Goal
Layup;-38;13;8;1;0;2015-16;52;4;0;2PT Field Goal
Jump Shot;-149;-1;3;4;0;1998-99;14;14;1;2PT Field Goal
Layup;0;0;1;1;0;1999-00;25;0;1;2PT Field Goal
Layup;0;0;8;3;0;2007-08;50;0;1;2PT Field Goal
Jump Shot;187;-1;10;3;0;2002-03;18;18;1;2PT Field Goal
Jump Shot;21;97;7;4;0;2010-11;5;9;0;2PT Field Goal
Jump Shot;80;140;9;4;1;2003-04;42;16;0;2PT Field Goal
Jump Shot;65;56;1;1;0;2009-10;20;8;1;2PT Field Goal
Jump Shot;-175;197;0;1;0;2009-10;52;26;0;3PT Field Goal
Layup;9;12;5;3;0;2012-13;27;1;0;2PT Field Goal
Jump Shot;-147;106;3;3;0;2001-02;52;18;0;2PT Field Goal
Jump Shot;181;187;11;1;0;2014-15;10;26;0;3PT Field Goal
Jump Shot;79;149;10;2;0;2015-16;14;16;1;2PT Field Goal
Jump Shot;-93;258;6;2;0;2012-13;33;27;0;3PT Field Goal
Jump Shot;-57;131;2;1;0;2012-13;30;14;0;2PT Field Goal
Jump Shot;12;254;2;4;1;2008-09;35;25;0;3PT Field Goal
Jump Shot;-164;197;9;2;0;2005-06;54;25;0;3PT Field Goal
Jump Shot;192;186;2;4;0;2005-06;55;26;0;3PT Field Goal
Jump Shot;-183;139;0;2;0;2015-16;28;22;0;2PT Field Goal
Layup;0;0;6;2;0;2004-05;8;0;1;2PT Field Goal
Layup;9;25;0;2;0;2010-11;45;2;0;2PT Field Goal
Jump Shot;-126;235;3;4;1;2003-04;55;26;0;3PT Field Goal
Jump Shot;138;112;5;3;0;2006-07;52;17;0;2PT Field Goal
Jump Shot;179;63;7;1;1;2003-04;59;18;0;2PT Field Goal
Jump Shot;133;-18;11;4;0;2003-04;9;13;0;2PT Field Goal
Layup;0;0;9;3;0;2006-07;52;0;0;2PT Field Goal
Jump Shot;-43;46;0;2;0;2003-04;0;6;0;2PT Field Goal
Jump Shot;-10;89;7;4;0;2001-02;27;8;0;2PT Field Goal
Jump Shot;171;53;3;4;1;1999-00;48;17;0;2PT Field Goal
Layup;0;0;5;3;0;2005-06;21;0;0;2PT Field Goal
Jump Shot;-140;46;11;4;1;2003-04;39;14;1;2PT Field Goal
Layup;0;0;2;2;0;2006-07;53;0;0;2PT Field Goal
Jump Shot;167;190;0;2;0;2000-01;10;25;0;3PT Field Goal
Jump Shot;88;233;9;3;0;2008-09;0;24;1;3PT Field Goal
Layup;6;6;1;2;0;2014-15;5;0;1;2PT Field Goal
Jump Shot;-128;137;4;1;0;2000-01;22;18;0;2PT Field Goal
Jump Shot;192;59;6;1;0;2003-04;44;20;1;2PT Field Goal
Jump Shot;144;232;0;3;0;2000-01;0;27;0;3PT Field Goal
Jump Shot;59;40;0;3;0;2006-07;57;7;1;2PT Field Goal
Jump Shot;-27;56;5;1;0;2008-09;55;6;1;2PT Field Goal
Jump Shot;-62;255;7;3;0;2006-07;15;26;1;3PT Field Goal
Jump Shot;-116;19;6;4;0;2011-12;46;11;0;2PT Field Goal
Jump Shot;1;61;3;2;0;2012-13;59;6;1;2PT Field Goal
Layup;0;0;3;2;0;2000-01;42;0;1;2PT Field Goal
Jump Shot;73;57;6;3;0;2001-02;14;9;1;2PT Field Goal
Layup;0;0;3;1;0;1997-98;40;0;1;2PT Field Goal
Jump Shot;37;26;4;3;0;2001-02;1;4;1;2PT Field Goal
